FID;C_Nus;Coord_X;Coord_Y
769;N00888Y;430979.785;4581340.696
770;N00889Z;431049.795;4581372.824
771;N00890S;431064.391;4581385.437
772;N00891T;431076.011;4581347.266
773;N00892U;431007.961;4581186.694
774;N00893V;431029.931;4581393.212
775;N00894W;431134.075;4581411.362
776;N00895X;431127.792;4581295.024
777;N00896Y;431155.759;4581260.044
778;N00897Z;431162.101;4581266.133
779;N00899B;431223.352;4581211.152
780;N00900D;431255.992;4581247.114
781;N00901E;431190.236;4581174.436
782;N00903G;430971.866;4581333.241
783;N00904H;431195.83;4581346.359
784;N00905I;431203.75;4581370.674
785;N00906J;431244.454;4581320.208
786;N00909M;431218.279;4581281.332
787;N00910F;431184.812;4581291.877
788;N00911G;431198.018;4581300.112
789;N00913I;431107.523;4581195.911
790;N00914J;431275.798;4581100.718
791;N00915K;431067.473;4581095.956
792;N00918N;431163.542;4581131.541
793;N00920H;431177.882;4581114.215
794;N00921I;430274.663;4581332.033
795;N00922J;430097.853;4581320.854
796;N00923K;430092.964;4581367.397
797;N00924L;430087.612;4581419.19
798;N00925M;430174.711;4581427.297
799;N00926N;430201.567;4581375.89
800;N00927O;430043.325;4581363.021
801;N00928P;430189.585;4581400.312
802;N00929Q;430155.634;4581465.477
803;N00930J;430321.271;4581335.454
804;N00931K;430300.864;4581360.451
805;N00932L;430258.307;4581410.578
806;N00933M;430205.305;4581472.098
807;N00934N;430325.033;4581462.351
808;N00935O;430359.443;4581419.562
809;N00936P;430408.268;4581360.143
810;N00937Q;430268.034;4581534.578
811;N00938R;430081.769;4581457.318
812;N00939S;430232.641;4581578.186
813;N00940L;430163.959;4581529.72
814;N00941M;430129.012;4581503.59
815;N00943O;430205.73;4581612.634
816;N00944P;430139.45;4581564.569
817;N00945Q;430103.577;4581540.09
818;N00946R;430060.172;4581509.995
819;N00947S;430121.666;4581589.963
820;N00950N;430466.526;4581509.248
821;N00951O;430512.133;4581447.501
822;N00952P;430560.067;4581482.699
823;N00953Q;430513.08;4581545.779
824;N00954R;430708.397;4581584.726
825;N00955S;430643.616;4581539.827
826;N00956T;430625.237;4581527.02
827;N00957U;430578.67;4581495.305
828;N00958V;430588.779;4581602.431
829;N00959W;430627.92;4581639.218
830;N00960P;430552.272;4581575.645
831;N00961Q;430409.717;4581589.501
832;N00962R;430454.575;4581625.172
833;N00963S;430493.395;4581655.562
834;N00964T;430517.698;4581674.562
835;N00965U;430420.281;4581598.671
836;N00966V;430400.751;4581612.063
837;N00967W;430888.634;4581490.934
838;N00968X;430890.211;4581537.094
839;N00969Y;430886.552;4581423.975
840;N00970R;430907.883;4581522.625
841;N00971S;430890.081;4581415.92
842;N00972T;430913.748;4581423.915
843;N00973U;430943.788;4581434.311
844;N00974V;430984.738;4581446.267
845;N00975W;431003.153;4581452.001
846;N00976X;431013.749;4581455.291
847;N00977Y;431045.996;4581409.035
848;N00978Z;431040.126;4581464.541
849;N00979A;431064.081;4581428.426
850;N00980T;430934.298;4581635.743
851;N00981U;430940.067;4581564.965
852;N00982V;430959.675;4581528.712
853;N00983W;430997.358;4581552.011
854;N00984X;431058.191;4581474.597
855;N00985Y;430986.941;4581578.49
856;N00986Z;430973.944;4581622.063
857;N00987A;430927.116;4581537.49
858;N00988B;431088.56;4581453.178
859;N00989C;431141.29;4581508.331
860;N00990V;431172.685;4581539.64
861;N00992X;430973.919;4581467.781
862;N00993Y;430992.315;4581481.032
863;N00994Z;430963.39;4581487.265
864;N00995A;430978.562;4581499.424
865;N00998D;430533.235;4581462.445
866;N01003J;431031.314;4581638.315
867;N01004K;431050.371;4581613.334
868;N01005L;431158.295;4581559.993
869;N01006M;431117.045;4581590.011
870;N01007N;431074.29;4581635.344
871;N01008O;431186.625;4581591.839
872;N01009P;431029.161;4581592.426
873;N01010I;431042.103;4581604.973
874;N01011J;431083.007;4581506.263
875;N01012K;431061.103;4581534.876
876;N01013L;431046.784;4581563.514
877;N01014M;431052.234;4581595.645
878;N01015N;431067.161;4581580.698
879;N01016O;431093.871;4581556.968
880;N01017P;431125.429;4581523.967
881;N01018Q;431195.357;4581599.854
882;N01019R;431221.939;4581627.748
883;N01020K;431236.686;4581606.934
884;N01021L;431262.987;4581576.843
885;N01022M;431212.948;4581583.862
886;N01023N;431230.704;4581551.588
887;N01025P;431385.171;4581605.596
888;N01026Q;431332.546;4581573.092
889;N01027R;431304.36;4581600.431
890;N01028S;431310.616;4581593.392
891;N01029T;431333.73;4581614.62
892;N01030M;431377.553;4581505.853
893;N01031N;431358.474;4581532.955
894;N01032O;431370.814;4581514.579
895;N01033P;431331.718;4581515.764
896;N01034Q;431289.617;4581487.46
897;N01035R;431326.109;4581525.828
898;N01036S;431208.802;4581573.815
899;N01037T;431241.194;4581539.009
900;N01038U;431259.729;4581518.362
901;N01039V;431323.67;4581460.524
902;N01040O;431223.162;4581492.41
903;N01041P;431252.284;4581550.291
904;N01042Q;431233.613;4581425.194
905;N01043R;431276.396;4581450.269
906;N01044S;431166.187;4581489.102
907;N01045T;431193.344;4581463.123
908;N01046U;431304.965;4581589.06
909;N01047V;431351.051;4581493.018
910;N01050Q;431182.515;4581507.015
911;N01051R;431217.297;4581439.71
912;N01052S;431167.624;4581440.836
913;N01053T;431189.884;4581421.602
914;N01054U;431138.135;4581470.218
915;N01055V;431110.491;4581433.187
916;N01056W;431090.075;4581412.508
917;N01057X;431207.853;4581377.037
918;N01058Y;431292.999;4581386.407
919;N01059Z;431211.978;4581364.903
920;N01060S;431269.538;4581336.192
921;N01061T;431342.189;4581308.088
922;N01062U;431370.546;4581294.222
923;N01063V;431309.158;4581420.189
924;N01064W;431232.145;4581269.599
925;N01065X;431353.711;4581166.445
926;N01066Y;431257.39;4581285.51
927;N01067Z;431280.145;4581299.199
928;N01069B;431367.975;4581369.496
929;N01070U;431357.213;4581355.357
930;N01071V;431336.95;4581443.26
931;N01072W;431344.936;4581437.964
932;N01073X;431330.134;4581441.549
933;N01074Y;431371.608;4581468.556
934;N01075Z;431354.992;4581098.733
935;N01076A;431383.003;4581147.296
936;N01077B;431326.782;4581113.912
937;N01078C;431307.143;4581073.301
938;N01079D;431288.176;4581032.008
939;N01080W;431363.038;4580995.501
940;N01081X;431387.844;4581036.076
941;N01082Y;431338.52;4580957.078
942;N01083Z;431264.408;4580836.1
943;N01084A;431268.37;4580991.306
944;N01085B;431232.281;4581051.561
945;N01086C;431274.094;4581002.885
946;N01089F;431214.105;4580872.126
947;N01090Y;431146.833;4580940.831
948;N01091Z;431214.124;4580954.116
949;N01092A;431199.827;4580857.019
950;N01093B;431148.499;4580650.311
951;N01094C;430861.259;4580690.54
952;N01095D;431209.834;4580746.311
953;N01101K;428968.457;4581064.938
954;N01102L;429062.402;4581158.063
955;N01103M;429158.616;4581251.953
956;N01104N;429253.814;4581344.76
957;N01105O;429165.936;4581052.058
958;N01106P;429261.485;4581147.083
959;N01107Q;429356.398;4581239.76
960;N01108R;429366.511;4581039.361
961;N01109S;429064.956;4581347.492
962;N01110L;429452.46;4581333.238
963;N01111M;429547.856;4581426.773
964;N01112N;429643.619;4581520.502
965;N01113O;429745.774;4581224.063
966;N01114P;429651.609;4581319.888
967;N01115Q;429445.767;4581533.151
968;N01116R;429556.802;4581226.093
969;N01117S;429350.17;4581438.647
970;N01118T;428875.405;4581160.45
971;N01119U;428969.593;4581253.525
972;N01120N;429160.65;4581440.754
973;N01121O;429256.3;4581533.781
974;N01122P;429351.847;4581628.503
975;N01123Q;428781.352;4581255.987
976;N01124R;428876.728;4581348.825
977;N01125S;428972.078;4581442.936
978;N01126T;429067.018;4581536.084
979;N01127U;429163.248;4581629.382
980;N01128V;428782.797;4581444.014
981;N01129W;428879.509;4581538.11
982;N01130P;428974.392;4581631.722
983;N01131Q;428815.15;4581603.233
984;N01132R;429461.424;4581132.038
985;N01133S;429540.726;4581625.432
986;N01134T;428872.396;4580971.46
987;N01135U;428880.202;4580773.639
988;N01136V;428975.667;4580866.021
989;N01137W;429071.063;4580960.633
990;N01138X;429214.143;4580814.034
991;N01139Y;429175.536;4580853.206
992;N01141S;429349.278;4580867.59
993;N01142T;429270.436;4580945.466
994;N01143U;429747.097;4581412.965
995;N01144V;429844.03;4581507.391
996;N01145W;429939.417;4581601.726
997;N01146X;429460.205;4580943.443
998;N01147Y;429554.795;4581037.77
999;N01148Z;429650.151;4581131.13
1000;N01149A;429841.144;4581317.841
1001;N01150T;429937.113;4581412.854
1002;N01151U;429647.779;4580941.979
1003;N01152V;429743.914;4581035.875
1004;N01153W;429839.112;4581128.682
1005;N01154X;429935.326;4581222.573
1006;N01155Y;430039.01;4581317.294
1007;N01156Z;429836.837;4580940.267
1008;N01157A;429931.361;4581033.694
1009;N01158B;430023.061;4581131.667
1010;N01159C;430026.463;4580937.941
1011;N01160V;429618.86;4580971.052
1012;N01162X;429930.97;4580844.551
1013;N01163Y;429741.03;4580846.464
1014;N01164Z;429553.148;4580848.362
1015;N01165A;429483.893;4580919.107
1016;N01166B;428772.405;4580875.321
1017;N01167C;428675.616;4580972.78
1018;N01168D;428581.281;4581071.131
1019;N01169E;428688.473;4581351.431
1020;N01170X;428685.459;4581162.788
1021;N01171Y;428491.853;4581162.123
1022;N01172Z;428592.876;4581257.148
1023;N01173A;428572.58;4581469.863
1024;N01174B;428692.919;4581535.737
1025;N01175C;428596.689;4581634.242
1026;N01176D;428935.879;4581669.688
1027;N01177E;428785.37;4581633.811
1028;N01178F;429739.952;4581613.97
1029;N01179G;429637.088;4581718.979
1030;N01180Z;429543.922;4581815.331
1031;N01181A;429447.145;4581721.457
1032;N01182B;429353.688;4581815.826
1033;N01183C;429834.036;4581707.091
1034;N01184D;429733.001;4581812.182
1035;N01185E;429883.662;4581754.769
1036;N01186F;429930.914;4581800.64
1037;N01188H;429969.942;4580883.05
1038;N01189I;429944.35;4580909.31
1039;N01190B;429881.849;4581276.167
1040;N01191C;429787.384;4581182.862
1041;N01192D;428692.761;4581728.409
1042;N01193E;428786.762;4581821.518
1043;N01194F;428883.492;4581915.534
1044;N01195G;428978.408;4582009.298
1045;N01196H;429073.349;4582102.357
1046;N01197I;428879.575;4581726.469
1047;N01198J;428975.785;4581821.002
1048;N01199K;429072.941;4581914.967
1049;N01200M;429166.619;4582008.4
1050;N01201N;429262.611;4582101.718
1051;N01202O;428598.88;4581824.4
1052;N01203P;428693.397;4581918.251
1053;N01204Q;428788.85;4582012.42
1054;N01205R;429260.171;4581724.059
1055;N01206S;429180.951;4581803.281
1056;N01207T;429164.821;4581820.636
1057;N01208U;428885.508;4582105.058
1058;N01209V;429057.745;4581736.16
1059;N01210O;428695.186;4582107.768
1060;N01211P;428602.244;4582202.669
1061;N01212Q;428979.698;4582198.529
1062;N01213R;429299.31;4581872.342
1063;N01214S;429419.845;4581941.565
1064;N01215T;429261.642;4581911.345
1065;N01216U;428598.894;4582014.179
1066;N01217V;429357.098;4582005.653
1067;N01218W;429450.447;4581910.583
1068;N01219X;429639.177;4581909.143
1069;N01220Q;429685.695;4581954.728
1070;N01221R;429734.461;4582002.201
1071;N01222S;429830.268;4582095.812
1072;N01223T;429925.484;4582189.827
1073;N01224U;429780.116;4581859.326
1074;N01225V;429545.996;4582003.385
1075;N01226W;429497.753;4581958.153
1076;N01227X;429556.666;4581897.318
1077;N01228Y;429827.963;4581905.556
1078;N01229Z;429924.501;4582000.375
1079;N01230S;430019.493;4582093.125
1080;N01231T;429641.171;4582097.177
1081;N01232U;429547.684;4582192.465
1082;N01233V;429736.811;4582191.704
1083;N01234W;430027.24;4581895.488
1084;N01235X;430022.2;4582283.836
1085;N01236Y;429928.639;4582378.715
1086;N01237Z;429835.78;4582473.729
1087;N01238A;429741.943;4582570.17
1088;N01239B;429550.975;4582383.373
1089;N01240U;429645.493;4582475.708
1090;N01241V;429644.262;4582286.745
1091;N01242W;429738.859;4582380.378
1092;N01243X;429553.283;4582570.835
1093;N01244Y;429452.256;4582099.272
1094;N01245Z;429878.196;4582238.414
1095;N01246A;429786.997;4582330.504
1096;N01247B;429786.285;4582239.567
1097;N01248C;429878.553;4582330.147
1098;N01249D;429967.109;4582602.428
1099;N01250W;430061.81;4582509.05
1100;N01251X;429457.609;4582477.127
1101;N01252Y;429363.675;4582574.103
1102;N01253Z;429454.232;4582289.003
1103;N01254A;429267.328;4582480.026
1104;N01255B;429172.476;4582577.088
1105;N01256C;429358.486;4582195.057
1106;N01257D;429121.885;4582148.212
1107;N01258E;429169.439;4582196.076
1108;N01259F;429267.111;4582289.258
1109;N01260Y;429362.066;4582383.374
1110;N01261Z;429076.395;4582483.771
1111;N01262A;428984.299;4582578.44
1112;N01263B;428885.305;4582296.669
1113;N01264C;428982.062;4582389.57
1114;N01265D;429075.62;4582292.822
1115;N01266E;428889.531;4582485.299
1116;N01267F;429027.198;4582244.453
1117;N01268G;429189.495;4582402.574
1118;N01270A;428698.817;4582485.801
1119;N01271B;428602.572;4582584.334
1120;N01272C;428794.932;4582580.246
1121;N01273D;428698.073;4582297.803
1122;N01274E;428617.1;4582406.24
1123;N01276G;428791.781;4582388.797
1124;N01277H;428566.673;4582427.223
1125;N01278I;430040.487;4583217.467
1126;N01279J;430100.81;4583235.089
1127;N01280C;430184.665;4583260.716
1128;N01281D;430326.105;4583309.889
1129;N01282E;430468.692;4583352.999
1130;N01284G;430756.535;4583444.429
1131;N01285H;430884.161;4583502.407
1132;N01286I;430071.524;4583271.406
1133;N01287J;430121.932;4583323.013
1134;N01288K;430220.692;4583417.999
1135;N01289L;430316.194;4583511.615
1136;N01290E;430411.353;4583603.685
1137;N01291F;430508.397;4583699.066
1138;N01292G;430557.033;4583747.241
1139;N01293H;430602.691;4583791.482
1140;N01294I;430409.583;4583414.576
1141;N01295J;430505.016;4583508.416
1142;N01296K;430602.473;4583602.981
1143;N01297L;430698.968;4583693.166
1144;N01298M;430793.261;4583786.564
1145;N01299N;430027.757;4583042.29
1146;N01300P;430122.067;4583134.537
1147;N01301Q;430217.851;4583226.193
1148;N01302R;430003.088;4582825.753
1149;N01303S;430069.984;4582892.82
1150;N01304T;430121.459;4582945.104
1151;N01305U;430217.519;4583038.326
1152;N01306V;430311.146;4583130.939
1153;N01307W;430408.219;4583226.39
1154;N01308X;430504.494;4583317.818
1155;N01309Y;430216.707;4582847.221
1156;N01310R;430310.246;4582940.798
1157;N01311S;430405.675;4583034.438
1158;N01312T;430438.787;4583067.405
1159;N01313U;430469.585;4583097.77
1160;N01314V;430501.542;4583130.593
1161;N01315W;430596.397;4583222.264
1162;N01316X;430692.407;4583315.525
1163;N01317Y;430183.052;4582628.674
1164;N01318Z;430308.956;4582750.823
1165;N01319A;430360.442;4582801.781
1166;N01320T;430404.557;4582845.922
1167;N01321U;430450.024;4582889.724
1168;N01322V;430500.056;4582938.834
1169;N01323W;430531.001;4582969.484
1170;N01324X;430561.638;4583001.49
1171;N01325Y;430595.762;4583033.387
1172;N01326Z;430692.293;4583125.847
1173;N01327A;430786.764;4583219.939
1174;N01328B;430883.472;4583313.678
1175;N01329C;430977.106;4583408.072
1176;N01330V;431072.941;4583498.496
1177;N01331W;429649.605;4582665.067
1178;N01332X;429709.535;4582723.733
1179;N01333Y;429774.594;4582792.078
1180;N01334Z;429911.343;4582925.878
1181;N01335A;429803.927;4582631.048
1182;N01336B;429871.232;4582696.692
1183;N01337C;429928.904;4582753.138
1184;N01338D;430022.423;4582656.993
1185;N01339E;430093.618;4582726.283
1186;N01340X;430164.09;4582796.086
1187;N01341Y;431181.731;4582814.814
1188;N01342Z;430982.423;4582829.046
1189;N01343A;430974.444;4583027.613
1190;N01344B;431172.891;4583016.756
1191;N01345C;430792.147;4582642.721
1192;N01346D;430686.878;4582746.878
1193;N01347E;430593.006;4582844.087
1194;N01348F;430450.999;4582988.549
1195;N01349G;430028.516;4583418.424
1196;N01350Z;431084.731;4582534.227
1197;N01351A;430991.73;4582628.34
1198;N01352B;430885.846;4582734.888
1199;N01353C;430782.32;4582842.151
1200;N01354D;430689.864;4582938.234
1201;N01355E;430547.478;4583083.127
1202;N01356F;431180.908;4582626.111
1203;N01357G;431086.881;4582722.662
1204;N01358H;430879.596;4582934.561
1205;N01359I;430784.455;4583030.301
1206;N01360B;430919.11;4583084.594
1207;N01361C;430880.681;4583123.982
1208;N01362D;431368.288;4582625.333
1209;N01363E;431275.897;4582719.188
1210;N01364F;430271.736;4582530.465
1211;N01365G;430402.62;4582657.168
1212;N01366H;430454.385;4582707.787
1213;N01367I;430496.69;4582750.029
1214;N01368J;430976.597;4583219.254
1215;N01369K;431071.022;4583310.81
1216;N01370D;431166.02;4583404.905
1217;N01371E;431263.122;4583498.576
1218;N01372F;430496.124;4582559.666
1219;N01373G;430590.403;4582654.087
1220;N01374H;431070.508;4583121.849
1221;N01375I;431165.049;4583214.895
1222;N01376J;431261.015;4583307.563
1223;N01377K;431357.548;4583401.351
1224;N01378L;431269.175;4583109.576
1225;N01379M;431363.035;4583202.545
1226;N01380F;431459.739;4583296.063
1227;N01381G;431279.861;4582909.422
1228;N01382H;431370.75;4583002.561
1229;N01383I;431468.137;4583095.805
1230;N01384J;430692.669;4582548.308
1231;N01385K;430544.34;4582701.563
1232;N01386L;430449.147;4582609.483
1233;N01387M;431464.586;4582717.579
1234;N01388N;431371.642;4582812.921
1235;N01389O;431015.334;4583179.4
1236;N01390H;430788.997;4583409.944
1237;N01391I;431205.266;4583174.097
1238;N01392J;431307.43;4583260.8
1239;N01393K;431467.229;4582905.827
1240;N01394L;430515.497;4583050.526
1241;N01395M;430482.815;4583021.01
1242;N01396N;431110.017;4583081.079
1243;N01398P;430398.513;4582943.433
1244;N01399Q;428700.185;4582677.127
1245;N01400S;428797.775;4582769.356
1246;N01401T;428890.579;4582674.48
1247;N01402U;428858.691;4582707.239
1248;N01403V;428765.952;4582801.996
1249;N01404W;428985.782;4582768.373
1250;N01405X;429081.649;4582862.582
1251;N01406Y;428623.176;4582755.667
1252;N01407Z;428954.228;4582800.593
1253;N01408A;429079.867;4582672.041
